S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3339,12-05-2020,Chhattisgarh,59,6,53,0
3340,13-05-2020,Chhattisgarh,59,5,54,0
3341,14-05-2020,Chhattisgarh,59,4,55,0
3342,15-05-2020,Chhattisgarh,60,4,56,0
3343,16-05-2020,Chhattisgarh,66,10,56,0
3344,17-05-2020,Chhattisgarh,67,11,56,0
3345,18-05-2020,Chhattisgarh,86,27,59,0
3346,19-05-2020,Chhattisgarh,93,34,59,0
3347,20-05-2020,Chhattisgarh,101,42,59,0
3348,21-05-2020,Chhattisgarh,115,56,59,0
3349,22-05-2020,Chhattisgarh,128,69,59,0
3350,23-05-2020,Chhattisgarh,172,110,62,0
3351,24-05-2020,Chhattisgarh,214,150,64,0
3352,25-05-2020,Chhattisgarh,252,185,67,0
3353,26-05-2020,Chhattisgarh,291,219,72,0
3354,27-05-2020,Chhattisgarh,361,282,79,0
3355,28-05-2020,Chhattisgarh,369,286,83,0
3356,29-05-2020,Chhattisgarh,399,316,83,0
3357,30-05-2020,Chhattisgarh,415,314,100,1
3358,31-05-2020,Chhattisgarh,447,344,102,1
3359,01-06-2020,Chhattisgarh,498,382,115,1
3360,02-06-2020,Chhattisgarh,547,424,122,1
3361,03-06-2020,Chhattisgarh,564,433,130,1
3362,04-06-2020,Chhattisgarh,668,478,188,2
3363,05-06-2020,Chhattisgarh,756,541,213,2
3364,06-06-2020,Chhattisgarh,879,633,244,2
3365,07-06-2020,Chhattisgarh,923,653,266,4
3366,08-06-2020,Chhattisgarh,1073,786,283,4
3367,09-06-2020,Chhattisgarh,1160,848,308,4
3368,10-06-2020,Chhattisgarh,1240,848,386,6
3369,11-06-2020,Chhattisgarh,1262,854,402,6
3370,12-06-2020,Chhattisgarh,1398,945,447,6
3371,13-06-2020,Chhattisgarh,1429,873,550,6
3372,14-06-2020,Chhattisgarh,1512,875,631,6
3373,15-06-2020,Chhattisgarh,1662,891,763,8
3374,16-06-2020,Chhattisgarh,1756,858,890,8
3375,17-06-2020,Chhattisgarh,1781,736,1036,9
3376,18-06-2020,Chhattisgarh,1864,674,1180,10
3377,19-06-2020,Chhattisgarh,1946,708,1228,10
3378,20-06-2020,Chhattisgarh,2028,687,1331,10
3379,21-06-2020,Chhattisgarh,2041,636,1394,11
3380,22-06-2020,Chhattisgarh,2275,817,1447,11
3381,23-06-2020,Chhattisgarh,2303,778,1513,12
3382,24-06-2020,Chhattisgarh,2362,797,1553,12
3383,25-06-2020,Chhattisgarh,2419,780,1627,12
3384,26-06-2020,Chhattisgarh,2452,685,1755,12
3385,27-06-2020,Chhattisgarh,2545,618,1914,13
3386,28-06-2020,Chhattisgarh,2545,618,1914,13
3387,29-06-2020,Chhattisgarh,2662,558,2091,13
3388,30-06-2020,Chhattisgarh,2761,575,2173,13
3389,01-07-2020,Chhattisgarh,2860,597,2250,13
3390,02-07-2020,Chhattisgarh,2940,623,2303,14
3391,03-07-2020,Chhattisgarh,3013,614,2385,14
3392,04-07-2020,Chhattisgarh,3065,614,2437,14
3393,05-07-2020,Chhattisgarh,3161,598,2549,14
3394,06-07-2020,Chhattisgarh,3207,592,2601,14
3395,07-07-2020,Chhattisgarh,3305,624,2667,14
3396,08-07-2020,Chhattisgarh,3415,650,2751,14
3397,09-07-2020,Chhattisgarh,3525,676,2835,14
3398,10-07-2020,Chhattisgarh,3675,757,2903,15
3399,11-07-2020,Chhattisgarh,3767,722,3028,17
3400,12-07-2020,Chhattisgarh,3897,810,3070,17
3401,13-07-2020,Chhattisgarh,4059,887,3153,19
3402,14-07-2020,Chhattisgarh,4217,996,3202,19
3403,15-07-2020,Chhattisgarh,4379,1084,3275,20
3404,16-07-2020,Chhattisgarh,4539,1195,3324,20
3405,17-07-2020,Chhattisgarh,4732,1260,3451,21
3406,18-07-2020,Chhattisgarh,4964,1429,3512,23
3407,19-07-2020,Chhattisgarh,5233,1551,3658,24
3408,20-07-2020,Chhattisgarh,5407,1608,3775,24
3409,21-07-2020,Chhattisgarh,5561,1592,3944,25
3410,22-07-2020,Chhattisgarh,5729,1586,4114,29
3411,23-07-2020,Chhattisgarh,5968,1709,4230,29
3412,24-07-2020,Chhattisgarh,6254,1847,4377,30
3413,25-07-2020,Chhattisgarh,6731,2128,4567,36
3414,26-07-2020,Chhattisgarh,7087,2365,4683,39
3415,27-07-2020,Chhattisgarh,7450,2463,4944,43
3416,28-07-2020,Chhattisgarh,7745,2529,5172,44
3417,29-07-2020,Chhattisgarh,8257,2772,5439,46
3418,30-07-2020,Chhattisgarh,8539,2855,5636,48
3419,31-07-2020,Chhattisgarh,8761,2789,5921,51
3420,01-08-2020,Chhattisgarh,9086,2803,6230,53
3421,02-08-2020,Chhattisgarh,9385,2720,6610,55
3422,03-08-2020,Chhattisgarh,9531,2482,6991,58
3423,04-08-2020,Chhattisgarh,9779,2462,7256,61
3424,05-08-2020,Chhattisgarh,10202,2520,7613,69
3425,06-08-2020,Chhattisgarh,10407,2465,7871,71
3426,07-08-2020,Chhattisgarh,10932,2767,8088,77
3427,08-08-2020,Chhattisgarh,11408,3002,8319,87
3428,09-08-2020,Chhattisgarh,11743,3072,8582,89
3429,10-08-2020,Chhattisgarh,12148,3243,8809,96
3430,11-08-2020,Chhattisgarh,12448,3336,9013,99
3431,12-08-2020,Chhattisgarh,12929,3586,9239,104
3432,13-08-2020,Chhattisgarh,13498,3881,9508,109
3433,14-08-2020,Chhattisgarh,13937,4165,9658,114
3434,15-08-2020,Chhattisgarh,14481,4494,9857,130
3435,16-08-2020,Chhattisgarh,14987,4807,10046,134
3436,17-08-2020,Chhattisgarh,15471,5095,10235,141
3437,18-08-2020,Chhattisgarh,16025,5277,10598,150
3438,19-08-2020,Chhattisgarh,16833,5828,10847,158
3439,20-08-2020,Chhattisgarh,17485,6139,11185,161
3440,21-08-2020,Chhattisgarh,18501,6594,11739,168
3441,22-08-2020,Chhattisgarh,19510,7308,12022,180
3442,23-08-2020,Chhattisgarh,20078,7495,12394,189
3443,24-08-2020,Chhattisgarh,20918,7790,12931,197
3444,25-08-2020,Chhattisgarh,22054,8424,13424,206
3445,26-08-2020,Chhattisgarh,23341,9388,13732,221
3446,27-08-2020,Chhattisgarh,24550,10174,14145,231
3447,28-08-2020,Chhattisgarh,25988,11136,14607,245
3448,29-08-2020,Chhattisgarh,27233,11873,15109,251
3449,30-08-2020,Chhattisgarh,28746,12666,15818,262
3450,31-08-2020,Chhattisgarh,30092,13520,16303,269
3451,01-09-2020,Chhattisgarh,31503,14237,16989,277
3452,02-09-2020,Chhattisgarh,33387,15533,17567,287
3453,03-09-2020,Chhattisgarh,35683,17164,18220,299
3454,04-09-2020,Chhattisgarh,37967,18702,18950,315
3455,05-09-2020,Chhattisgarh,40634,20672,19625,337
3456,06-09-2020,Chhattisgarh,43163,22320,20487,356
3457,07-09-2020,Chhattisgarh,45263,23685,21198,380
3458,08-09-2020,Chhattisgarh,47280,24708,22177,395
3459,09-09-2020,Chhattisgarh,50114,26915,22792,407
3460,10-09-2020,Chhattisgarh,52932,28041,24414,477
3461,11-09-2020,Chhattisgarh,55680,29332,25855,493
3462,12-09-2020,Chhattisgarh,58643,31001,27123,519
3463,13-09-2020,Chhattisgarh,61763,33246,27978,539
3464,14-09-2020,Chhattisgarh,63991,31505,31931,555
3465,15-09-2020,Chhattisgarh,67327,33645,33109,573
3466,16-09-2020,Chhattisgarh,70777,35909,34279,589
3467,17-09-2020,Chhattisgarh,73966,37470,35885,611
3468,18-09-2020,Chhattisgarh,77775,36036,41111,628
3469,19-09-2020,Chhattisgarh,81617,36580,44392,645
3470,20-09-2020,Chhattisgarh,84234,37489,46081,664
3471,21-09-2020,Chhattisgarh,86183,37853,47653,677
3472,22-09-2020,Chhattisgarh,88181,37927,49564,690
3473,23-09-2020,Chhattisgarh,90917,38198,52001,718
3474,24-09-2020,Chhattisgarh,93351,35850,56773,728
3475,25-09-2020,Chhattisgarh,95623,36038,58833,752
3476,26-09-2020,Chhattisgarh,98565,30928,66860,777
3477,27-09-2020,Chhattisgarh,102461,30689,70955,817
3478,28-09-2020,Chhattisgarh,104733,31661,72224,848
3479,29-09-2020,Chhattisgarh,108458,33044,74537,877
3480,30-09-2020,Chhattisgarh,110655,31225,78514,916
3481,01-10-2020,Chhattisgarh,113602,30927,81718,957
3482,02-10-2020,Chhattisgarh,116153,30468,84699,986
3483,03-10-2020,Chhattisgarh,118790,29693,88095,1002
3484,04-10-2020,Chhattisgarh,121400,29292,91077,1031
3485,05-10-2020,Chhattisgarh,123324,28548,93731,1045
3486,06-10-2020,Chhattisgarh,126005,27857,97067,1081
3487,07-10-2020,Chhattisgarh,128893,27238,100551,1104
3488,08-10-2020,Chhattisgarh,131739,26777,103828,1134
3489,09-10-2020,Chhattisgarh,134612,27427,106027,1158
3490,10-10-2020,Chhattisgarh,137570,27439,108935,1196
3491,11-10-2020,Chhattisgarh,140258,27369,111654,1235
3492,12-10-2020,Chhattisgarh,142372,27348,113771,1253
3493,13-10-2020,Chhattisgarh,145247,27421,116540,1286
3494,14-10-2020,Chhattisgarh,147866,27208,119352,1306
3495,15-10-2020,Chhattisgarh,150696,27809,121548,1339
3496,16-10-2020,Chhattisgarh,153515,28187,123943,1385
3497,17-10-2020,Chhattisgarh,155987,27693,126869,1425
3498,18-10-2020,Chhattisgarh,158502,27180,129883,1439
3499,19-10-2020,Chhattisgarh,160396,26750,132168,1478
3500,20-10-2020,Chhattisgarh,162772,25979,135259,1534
3501,21-10-2020,Chhattisgarh,165279,25709,137986,1584
3502,22-10-2020,Chhattisgarh,167639,25795,140216,1628
3503,23-10-2020,Chhattisgarh,170130,25238,143212,1680
3504,24-10-2020,Chhattisgarh,172580,24620,146222,1738
3505,25-10-2020,Chhattisgarh,174591,23899,148899,1793
3506,26-10-2020,Chhattisgarh,175959,23743,150398,1818
3507,27-10-2020,Chhattisgarh,177608,22093,153654,1861
3508,28-10-2020,Chhattisgarh,179654,21693,156080,1881
3509,29-10-2020,Chhattisgarh,181583,22167,157480,1936
3510,30-10-2020,Chhattisgarh,183588,22331,159268,1989
3511,31-10-2020,Chhattisgarh,185306,22350,160918,2038
3512,01-11-2020,Chhattisgarh,187270,22090,163079,2101
3513,02-11-2020,Chhattisgarh,188813,22126,164537,2150
3514,03-11-2020,Chhattisgarh,190513,21914,166391,2208
3515,04-11-2020,Chhattisgarh,192237,21770,168201,2266
3516,05-11-2020,Chhattisgarh,194499,22773,169410,2316
3517,06-11-2020,Chhattisgarh,196233,23113,170760,2360
3518,07-11-2020,Chhattisgarh,197991,23066,172513,2412
3519,08-11-2020,Chhattisgarh,199562,23256,173872,2434
3520,09-11-2020,Chhattisgarh,200937,22361,176129,2447
3521,10-11-2020,Chhattisgarh,202523,21221,178838,2464
3522,11-11-2020,Chhattisgarh,204202,20725,180995,2482
3523,12-11-2020,Chhattisgarh,205923,20226,183190,2507
3524,13-11-2020,Chhattisgarh,207740,20061,185152,2527
3525,14-11-2020,Chhattisgarh,209288,19221,187522,2545
3526,15-11-2020,Chhattisgarh,210004,19275,188167,2562
3527,16-11-2020,Chhattisgarh,210534,19087,188869,2578
3528,17-11-2020,Chhattisgarh,211644,18577,190463,2604
3529,18-11-2020,Chhattisgarh,213365,18561,192181,2623
3530,19-11-2020,Chhattisgarh,215413,18770,193997,2646
3531,20-11-2020,Chhattisgarh,217562,19421,195469,2672
3532,21-11-2020,Chhattisgarh,219404,19817,196896,2691
3533,22-11-2020,Chhattisgarh,221688,20659,198316,2713
3534,23-11-2020,Chhattisgarh,223436,21393,199311,2732
3535,24-11-2020,Chhattisgarh,225497,21926,200825,2746
3536,25-11-2020,Chhattisgarh,227326,22815,201744,2767
3537,26-11-2020,Chhattisgarh,229203,24676,201744,2783
3538,27-11-2020,Chhattisgarh,230956,23957,204198,2801
3539,28-11-2020,Chhattisgarh,232835,21839,208183,2813
3540,29-11-2020,Chhattisgarh,234725,20978,210917,2830
3541,30-11-2020,Chhattisgarh,235998,20641,212517,2840
3542,01-12-2020,Chhattisgarh,237322,19635,214826,2861
3543,02-12-2020,Chhattisgarh,239215,19333,216990,2892
3544,03-12-2020,Chhattisgarh,240863,19749,218195,2919
3545,04-12-2020,Chhattisgarh,242418,19300,220177,2941
3546,05-12-2020,Chhattisgarh,243997,19351,221690,2956
3547,06-12-2020,Chhattisgarh,245580,19533,223070,2977
3548,07-12-2020,Chhattisgarh,246809,20048,223772,2989
3549,08-12-2020,Chhattisgarh,248232,19589,225633,3010
3550,09-12-2020,Chhattisgarh,249699,19516,227158,3025
3551,10-12-2020,Chhattisgarh,251120,19778,228304,3038
3552,11-12-2020,Chhattisgarh,252638,19346,230238,3054
3553,12-12-2020,Chhattisgarh,254129,18346,232715,3068
3554,13-12-2020,Chhattisgarh,255761,18640,234037,3084
3555,14-12-2020,Chhattisgarh,257020,19070,234853,3097
3556,15-12-2020,Chhattisgarh,258635,18931,236588,3116
3557,17-12-2020,Chhattisgarh,261901,17468,241288,3145
3558,18-12-2020,Chhattisgarh,263485,17407,242922,3156
3559,19-12-2020,Chhattisgarh,264898,17488,244247,3163
3560,20-12-2020,Chhattisgarh,266266,17040,246054,3172
3561,21-12-2020,Chhattisgarh,267219,16558,247480,3181
3562,22-12-2020,Chhattisgarh,268477,16060,249218,3199
3563,23-12-2020,Chhattisgarh,269857,15879,250766,3212
3564,24-12-2020,Chhattisgarh,271194,15635,252332,3227
3565,25-12-2020,Chhattisgarh,272426,15153,254024,3249
3566,26-12-2020,Chhattisgarh,273279,14759,255257,3263
3567,27-12-2020,Chhattisgarh,274324,14028,257021,3275
3568,28-12-2020,Chhattisgarh,275149,13701,258155,3293
3569,29-12-2020,Chhattisgarh,276337,12962,260056,3319
3570,30-12-2020,Chhattisgarh,277471,12472,261663,3336
3571,31-12-2020,Chhattisgarh,278540,11939,263251,3350
3572,03-01-2021,Chhattisgarh,281654,10517,267751,3386
3573,04-01-2021,Chhattisgarh,282368,9980,268988,3400
3574,05-01-2021,Chhattisgarh,283515,9766,270337,3412
3575,06-01-2021,Chhattisgarh,284536,9111,271988,3437
3576,07-01-2021,Chhattisgarh,285586,9109,273030,3447
3577,08-01-2021,Chhattisgarh,286596,8859,274283,3454
3578,09-01-2021,Chhattisgarh,287556,9045,275042,3469
3579,10-01-2021,Chhattisgarh,288570,9274,275812,3484
3580,11-01-2021,Chhattisgarh,289231,8967,276774,3490
3581,12-01-2021,Chhattisgarh,290084,8550,278029,3505
3582,13-01-2021,Chhattisgarh,290813,8060,279236,3517
3583,14-01-2021,Chhattisgarh,291484,7791,280166,3527
3584,15-01-2021,Chhattisgarh,292091,7418,281136,3537
3585,16-01-2021,Chhattisgarh,292612,6923,282145,3544
3586,17-01-2021,Chhattisgarh,293178,6867,282760,3551
3587,18-01-2021,Chhattisgarh,293501,6832,283111,3558
3588,19-01-2021,Chhattisgarh,293972,5995,284412,3565
3589,20-01-2021,Chhattisgarh,294355,5932,284848,3575
3590,21-01-2021,Chhattisgarh,294949,5798,285566,3585
3591,22-01-2021,Chhattisgarh,295509,5638,286277,3594
3592,23-01-2021,Chhattisgarh,295949,5308,287040,3601
3593,24-01-2021,Chhattisgarh,296326,5040,287677,3609
3594,25-01-2021,Chhattisgarh,296626,4943,288066,3617
3595,27-01-2021,Chhattisgarh,297429,5021,288764,3644
3596,28-01-2021,Chhattisgarh,297868,4513,289708,3647
3597,29-01-2021,Chhattisgarh,304319,4450,296187,3682
3598,30-01-2021,Chhattisgarh,304689,4358,296642,3689
3599,31-01-2021,Chhattisgarh,305102,4260,297144,3698
3600,01-02-2021,Chhattisgarh,305367,4327,297339,3701
3601,02-02-2021,Chhattisgarh,305689,4124,297859,3706
3602,03-02-2021,Chhattisgarh,306019,4173,298135,3711
3603,04-02-2021,Chhattisgarh,306370,4315,298337,3718
3604,05-02-2021,Chhattisgarh,306743,4295,298724,3724
3605,06-02-2021,Chhattisgarh,307079,4360,298987,3732
3606,07-02-2021,Chhattisgarh,307339,4320,299284,3735
3607,08-02-2021,Chhattisgarh,307525,4290,299494,3741
3608,09-02-2021,Chhattisgarh,307790,4190,299856,3744
3609,10-02-2021,Chhattisgarh,307996,4172,300078,3746
3610,11-02-2021,Chhattisgarh,308218,4073,300390,3755
3611,12-02-2021,Chhattisgarh,308472,3475,301238,3759
3612,13-02-2021,Chhattisgarh,308701,3287,301648,3766
3613,14-02-2021,Chhattisgarh,308930,3255,301904,3771
3614,15-02-2021,Chhattisgarh,309099,3258,302069,3772
3615,16-02-2021,Chhattisgarh,309373,3039,302557,3777
3616,17-02-2021,Chhattisgarh,309623,2905,302935,3783
3617,18-02-2021,Chhattisgarh,309934,3009,303137,3788
3618,19-02-2021,Chhattisgarh,310210,3005,303415,3790
3619,20-02-2021,Chhattisgarh,310469,3039,303637,3793
3620,21-02-2021,Chhattisgarh,310732,3102,303835,3795
3621,22-02-2021,Chhattisgarh,310885,3112,303973,3800
3622,23-02-2021,Chhattisgarh,311159,2998,304355,3806
3623,24-02-2021,Chhattisgarh,311433,2977,304647,3809
3624,25-02-2021,Chhattisgarh,311680,2911,304956,3813
3625,26-02-2021,Chhattisgarh,311900,2865,305214,3821
3626,27-02-2021,Chhattisgarh,312179,2827,305524,3828
3627,01-03-2021,Chhattisgarh,312560,2774,305951,3835
3628,02-03-2021,Chhattisgarh,312816,2880,306094,3842
3629,03-03-2021,Chhattisgarh,313032,2836,306352,3844
3630,04-03-2021,Chhattisgarh,313299,2961,306490,3848
3631,06-03-2021,Chhattisgarh,313808,2816,307138,3854
3632,07-03-2021,Chhattisgarh,314098,2721,307522,3855
3633,08-03-2021,Chhattisgarh,314320,2820,307642,3858
3634,09-03-2021,Chhattisgarh,314640,2919,307862,3859
3635,10-03-2021,Chhattisgarh,315030,3023,308143,3864
3636,11-03-2021,Chhattisgarh,315486,3345,308269,3872
3637,13-03-2021,Chhattisgarh,316311,3577,308854,3880
3638,14-03-2021,Chhattisgarh,316854,3770,309198,3886
3639,15-03-2021,Chhattisgarh,317329,4006,309433,3890
3640,16-03-2021,Chhattisgarh,317974,4098,309979,3897
3641,17-03-2021,Chhattisgarh,318830,4661,310260,3909
3642,18-03-2021,Chhattisgarh,319717,5299,310503,3915
3643,19-03-2021,Chhattisgarh,320783,6025,310838,3920
3644,20-03-2021,Chhattisgarh,321880,6753,311198,3929
3645,21-03-2021,Chhattisgarh,323153,7693,311520,3940
3646,22-03-2021,Chhattisgarh,324153,8442,311761,3950
3647,23-03-2021,Chhattisgarh,325678,9205,312511,3962
3648,24-03-2021,Chhattisgarh,327588,10491,313115,3982
3649,25-03-2021,Chhattisgarh,329694,11934,313749,4011
3650,27-03-2021,Chhattisgarh,334778,15307,315423,4048
3651,28-03-2021,Chhattisgarh,337940,17836,316043,4061
3652,29-03-2021,Chhattisgarh,340093,19239,316778,4076
3653,30-03-2021,Chhattisgarh,341516,20181,317239,4096
3654,31-03-2021,Chhattisgarh,344624,22057,318436,4131
3655,01-04-2021,Chhattisgarh,349187,25529,319488,4170
3656,02-04-2021,Chhattisgarh,353804,28987,320613,4204
3657,03-04-2021,Chhattisgarh,357978,31858,321873,4247
3658,04-04-2021,Chhattisgarh,363796,36312,323201,4283
3659,05-04-2021,Chhattisgarh,369046,38450,326277,4319
3660,06-04-2021,Chhattisgarh,376348,44296,327689,4363
3661,07-04-2021,Chhattisgarh,386269,52445,329408,4416
3662,08-04-2021,Chhattisgarh,396579,58883,333227,4469
3663,09-04-2021,Chhattisgarh,407231,68125,334543,4563
3664,10-04-2021,Chhattisgarh,418678,76868,337156,4654
3665,11-04-2021,Chhattisgarh,432776,85860,342139,4777
3666,12-04-2021,Chhattisgarh,443297,90277,348121,4899
3667,13-04-2021,Chhattisgarh,456873,98856,352986,5031
3668,14-04-2021,Chhattisgarh,471994,109139,357668,5187
3669,15-04-2021,Chhattisgarh,486244,118636,362301,5307
3670,16-04-2021,Chhattisgarh,501500,121769,374289,5442
3671,17-04-2021,Chhattisgarh,516412,124303,386529,5580
3672,18-04-2021,Chhattisgarh,532495,130400,396357,5738
3673,19-04-2021,Chhattisgarh,544840,128019,410913,5908
3674,20-04-2021,Chhattisgarh,558674,129000,423591,6083
3675,21-04-2021,Chhattisgarh,574299,125688,442337,6274
3676,22-04-2021,Chhattisgarh,588818,122751,459600,6467
3677,23-04-2021,Chhattisgarh,605568,121555,477339,6674
